,inscription_date,birth_date,age,university,career,nombre,email,sexo,location,postal_code
4751,2020-01-09,1926-08-19,,universidad nacional de jujuy,medicina,phillip bell,christopher90@yahoo.com,m,colpes,
4752,2020-07-26,2005-11-14,,universidad tecnológica nacional,farmacia,patrick castaneda,joshuathompson@hotmail.com,m,el medano,
4753,2020-06-02,1955-01-09,,universidad tecnológica nacional,actuario ,mary archer,jcook@yahoo.com,f,san genaro norte,
4754,2020-04-30,1944-11-01,,universidad tecnológica nacional,contador público ,noah turner,ehiggins@hotmail.com,m,larrechea,
4755,2019-12-20,1953-03-19,,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,jessica medina,caroline17@hotmail.com,f,el zorro,
4756,2020-07-20,1936-04-29,,universidad nacional de jujuy,diseño industrial,eric roberson,nicolebrooks@gmail.com,m,san marcelo,
4757,2019-10-14,2001-10-28,,universidad nacional de jujuy,licenciatura en ciencias ambientales,kristen tapia,crawfordtanya@yahoo.com,f,aneque grande,
4758,2020-05-15,1943-10-01,,universidad nacional de jujuy,diseño de imagen y sonido,daniel jones,michaelsnow@hotmail.com,m,chapuy,
4759,2020-05-08,1956-03-28,,universidad nacional de jujuy,licenciatura en terapia ocupacional,jennifer sparks,phyllisshaffer@gmail.com,f,calera la norma,
4760,2020-02-09,1940-09-11,,universidad tecnológica nacional,técnico para bioterios ,debbie long,groth@gmail.com,f,iraola,
4761,2019-10-06,1961-11-27,,universidad nacional de jujuy,licenciatura en ciencias geológicas,paul brown,xjones@yahoo.com,m,bahia bustamante,
4762,2019-10-18,1931-07-03,,universidad nacional de jujuy,licenciatura en artes,gabriel simpson,callahangerald@hotmail.com,m,carlos maria naon,
4763,2020-06-23,1957-08-14,,universidad tecnológica nacional,licenciatura en ciencias biológicas,luke orr,kennethnolan@yahoo.com,m,cantera villalonga,
4764,2020-05-12,1968-11-27,,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,mrs. amy shelton,blaketina@yahoo.com,f,colonia tacurales,
4765,2020-02-03,1961-02-08,,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,julia kramer,ywilliams@hotmail.com,f,general gutierrez,
4766,2020-01-06,1971-11-28,,universidad tecnológica nacional,licenciatura en musicoterapia,matthew williams,jacobsjimmy@hotmail.com,m,correa,
4767,2020-01-04,2010-09-18,,universidad nacional de jujuy,licenciatura en artes,kelsey smith,peterslynn@yahoo.com,f,ataliva roca,
4768,2020-03-25,2007-09-13,,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,eric soto,chad82@gmail.com,m,carrizales,
4769,2020-01-12,1909-11-10,,universidad tecnológica nacional,licenciatura en producción de bioimagenes,jacqueline moore,orrkathryn@yahoo.com,f,arrayanal,
4770,2020-02-21,1958-05-26,,universidad nacional de jujuy,licenciatura en artes,mary smith,scott43@yahoo.com,f,abel,
4771,2020-07-18,1984-05-23,,universidad nacional de jujuy,bioquímica,dana garcia,josephtricia@hotmail.com,f,diamante,
4772,2020-02-07,1932-01-24,,universidad tecnológica nacional,ciencias veterinarias,kevin gutierrez,torreschelsea@gmail.com,m,cavour,
4773,2019-12-01,1973-08-16,,universidad tecnológica nacional,licenciatura en ciencias biológicas,bradley strickland,zavalalisa@gmail.com,m,agua salada,
4774,2020-03-23,1978-01-28,,universidad tecnológica nacional,actuario ,james martinez,yangelizabeth@hotmail.com,m,el guanaco,
4775,2020-05-25,1963-04-30,,universidad nacional de jujuy,arquitectura,ralph west,thomas06@hotmail.com,m,campo cicare,
4776,2019-10-01,2010-08-24,,universidad tecnológica nacional,arquitectura,mr. harry hernandez,victoria06@gmail.com,m,matheu,
4777,2020-03-16,1965-11-11,,universidad tecnológica nacional,farmacia,kristen mercer,jenningsjeffrey@yahoo.com,f,campo horquesco,
4778,2019-10-18,1913-11-25,,universidad nacional de jujuy,contador público ,kara barr,tmoore@hotmail.com,f,colonia sere,
4779,2020-04-12,1998-02-01,,universidad tecnológica nacional,licenciatura en musicoterapia,grant gill,cevans@hotmail.com,m,bustamante,
4780,2019-11-23,1991-08-17,,universidad tecnológica nacional,técnico para bioterios ,doris weiss,vrichardson@gmail.com,f,campo horquesco,
4781,2020-02-17,1945-11-09,,universidad tecnológica nacional,ingeniería mecánica,bradley delacruz,william05@hotmail.com,m,coronel isleños,
4782,2020-05-06,2020-10-26,,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,catherine jones,williamramirez@gmail.com,f,altillo del medio,
4783,2020-07-30,1913-08-31,,universidad tecnológica nacional,agronomía,nicholas davis,michaelhenderson@hotmail.com,m,apeadero guanacache,
4784,2020-07-23,1989-02-11,,universidad tecnológica nacional,licenciatura en ciencia política ,luis warren,francisco75@gmail.com,m,cañada de gomez,
4785,2020-03-31,1981-04-12,,universidad tecnológica nacional,licenciatura en ciencias biológicas,roberta frederick,lanetim@yahoo.com,f,balneario los angeles,
4786,2019-12-27,1952-01-15,,universidad nacional de jujuy,licenciatura en ciencias de la educación ,samantha mills,joseph85@hotmail.com,f,barros pazos,
4787,2020-01-08,1910-05-17,,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,mariah anderson,mauricedecker@gmail.com,f,anguinan,
4788,2020-05-26,1992-07-15,,universidad tecnológica nacional,farmacia,dale irwin,maryadkins@gmail.com,m,crispi,
4789,2020-06-22,1968-10-03,,universidad nacional de jujuy,farmacia,brittany mcbride,stephanie48@hotmail.com,f,juan maria gutierrez,
4790,2019-12-08,1928-11-04,,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,donald hubbard,obrienedward@yahoo.com,m,la esperanza rosas las flores,
4791,2020-07-23,1919-05-30,,universidad nacional de jujuy,farmacia,steven sanchez,qmarks@gmail.com,m,arbuco,
4792,2020-07-26,1968-08-11,,universidad tecnológica nacional,licenciatura en artes,susan tran,frederickperez@gmail.com,f,campo peña lopez,
4793,2019-11-16,1988-02-23,,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,richard diaz,heather16@hotmail.com,m,alto calilegua,
4794,2020-02-12,1982-12-06,,universidad nacional de jujuy,licenciatura en ciencias ambientales,frank anderson,kelsey29@yahoo.com,m,alzaga,
4795,2020-06-21,1949-07-19,,universidad nacional de jujuy,licenciatura en ciencias geológicas,darlene smith,patricia83@gmail.com,f,edmundo perkins,
4796,2020-03-28,1951-07-06,,universidad tecnológica nacional,licenciatura en terapia ocupacional,eric walker,tombrady@yahoo.com,m,colonia lote 12,
4797,2020-04-23,1923-04-03,,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,carl williams,yanderson@hotmail.com,m,cuartel iv,
4798,2020-02-07,1962-01-23,,universidad tecnológica nacional,licenciatura en terapia ocupacional,kevin hernandez,rose01@gmail.com,m,angel gallardo,
4799,2019-10-09,1998-02-11,,universidad nacional de jujuy,técnico para bioterios ,cynthia nichols,mitchellmackenzie@gmail.com,f,balneario los angeles,
4800,2020-01-02,1922-03-16,,universidad nacional de jujuy,farmacia,maria bond,ortizkaitlin@yahoo.com,f,esmeralda,
4801,2020-07-16,2021-07-29,,universidad tecnológica nacional,licenciatura en artes,heather gross,kerryjohnson@gmail.com,f,temperley,
4802,2020-07-18,1935-01-19,,universidad tecnológica nacional,arquitectura,dr. renee shelton,zvargas@yahoo.com,f,arroyo seco,
4803,2019-12-20,1939-05-04,,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,rhonda morrison,smallkevin@gmail.com,f,cristolia,
4804,2020-06-30,1957-04-10,,universidad tecnológica nacional,actuario ,megan cole,gsanders@gmail.com,f,22 de diciembre,
4805,2019-10-13,2011-12-29,,universidad tecnológica nacional,arquitectura,darrell williams,dawndavidson@hotmail.com,m,llavallol,
4806,2020-03-03,1985-10-19,,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,joe martin,youngmegan@yahoo.com,m,aldea brasilera,
4807,2019-12-07,1928-04-20,,universidad tecnológica nacional,licenciatura en ciencias geológicas,alyssa benjamin,littlejeremy@yahoo.com,f,banda florida,
4808,2020-07-30,1982-01-14,,universidad tecnológica nacional,licenciatura en administración ,jerry smith,larry61@yahoo.com,m,baños termales,
4809,2019-11-24,1908-02-12,,universidad nacional de jujuy,diseño de imagen y sonido,carol snyder,harrisonjohn@yahoo.com,f,merlo,
4810,2019-10-07,1914-10-14,,universidad tecnológica nacional,diseño de imagen y sonido,dylan casey,ajones@hotmail.com,m,el zorro,
4811,2020-05-29,2017-08-12,,universidad tecnológica nacional,diseño industrial,victor charles,woodkenneth@hotmail.com,m,caaguazu,
4812,2020-02-15,1962-10-24,,universidad nacional de jujuy,licenciatura en ciencias antropológicas,donna burns md,tonya94@yahoo.com,f,lomas del mirador,
4813,2020-03-25,1956-06-18,,universidad nacional de jujuy,ingeniería en informática,beth hunter,christopher31@gmail.com,f,cañete,
4814,2019-10-21,1935-10-28,,universidad nacional de jujuy,licenciatura en ciencias ambientales,maria patton,ycopeland@yahoo.com,f,comandante giribone,
4815,2020-05-03,2014-06-18,,universidad tecnológica nacional,ingeniería en informática,mark white,rkent@yahoo.com,m,la dorita,
4816,2020-06-11,1980-06-23,,universidad tecnológica nacional,arquitectura,kristin armstrong,barbaraduran@gmail.com,f,bacacay,
4817,2020-04-19,1929-05-23,,universidad tecnológica nacional,licenciatura en ciencias de la educación ,mark patel,jonesbarbara@gmail.com,m,bonnement,
4818,2020-03-05,1923-01-16,,universidad nacional de jujuy,medicina,maxwell anderson,xrogers@gmail.com,m,agua azul,
4819,2019-10-23,2016-06-04,,universidad nacional de jujuy,licenciatura en ciencias antropológicas,courtney garcia,millerwilliam@yahoo.com,f,acassuso,
4820,2020-04-28,2000-09-25,,universidad tecnológica nacional,farmacia,monique smith,warrenterri@yahoo.com,f,alto de leiva,
4821,2020-06-19,2010-06-23,,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,david thompson,torresclaire@gmail.com,m,barrio belgrano,
4822,2020-06-01,2015-06-21,,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,stacy roberson,davidmckee@gmail.com,f,la cañada,
4823,2019-10-17,1920-02-12,,universidad tecnológica nacional,licenciatura en ciencias de la educación ,mrs. alexis garcia,mellis@gmail.com,f,iturraspe,
4824,2020-03-22,2010-02-04,,universidad nacional de jujuy,licenciatura en administración ,sharon rivera,gfarrell@hotmail.com,f,sancti spiritu,
4825,2020-05-01,1994-05-12,,universidad tecnológica nacional,licenciatura en ciencias antropológicas,felicia norton,rickyolson@gmail.com,f,la union,
4826,2020-06-26,2016-04-11,,universidad tecnológica nacional,licenciatura en ciencias antropológicas,suzanne reed,hfloyd@gmail.com,f,bealistock,
4827,2019-10-17,1965-08-07,,universidad tecnológica nacional,licenciatura en ciencias ambientales,kelsey gamble,johnsonstephen@hotmail.com,f,colonia la gaviota,
4828,2020-06-06,1983-10-16,,universidad nacional de jujuy,licenciatura en artes,kristen terry,uwalker@gmail.com,f,kilometro 525,
4829,2020-03-27,1968-09-16,,universidad tecnológica nacional,diseño industrial,jessica roy,zbarrett@gmail.com,f,granadero baigorria,
4830,2019-11-12,1945-03-30,,universidad nacional de jujuy,licenciatura en sociología ,michelle brown,jeffreyturner@yahoo.com,f,alcete,
4831,2020-05-22,1987-06-19,,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,kathy park,imaddox@yahoo.com,f,alcete,
4832,2020-02-11,1962-04-17,,universidad tecnológica nacional,ingeniería electrónica,tammie simmons dds,williamsdarren@gmail.com,f,cabildo,
4833,2020-07-01,1936-07-06,,universidad nacional de jujuy,licenciatura en sociología ,eugene cox,uhernandez@hotmail.com,m,12 de agosto,
4834,2019-10-09,1993-06-21,,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,jerry hardin,sallyfrench@gmail.com,m,alamos,
4835,2020-04-01,1929-10-11,,universidad nacional de jujuy,licenciatura en sociología ,linda hull,daniel12@hotmail.com,f,abo nezu,
4836,2020-02-29,1955-06-12,,universidad tecnológica nacional,licenciatura en terapia ocupacional,christopher valdez,michellewatson@gmail.com,m,azul,
4837,2020-05-16,1991-01-19,,universidad nacional de jujuy,diseño industrial,brian johnson,tparker@gmail.com,m,arroyo ceibo,
4838,2019-12-05,1978-04-20,,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,meghan hensley,robertpena@yahoo.com,f,belgrano,
4839,2020-02-09,2000-01-20,,universidad nacional de jujuy,licenciatura en artes,seth white,kellyjessica@hotmail.com,m,adrian maturano,
4840,2020-03-08,1906-02-26,,universidad nacional de jujuy,licenciatura en administración ,krista lucas,anna00@yahoo.com,f,adela,
4841,2020-02-08,1979-11-28,,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,alan adams,xfarley@gmail.com,m,el cenizo,
4842,2020-02-08,1985-06-05,,universidad nacional de jujuy,diseño industrial,casey edwards,jfranco@yahoo.com,m,antonio tomas,
4843,2020-02-04,1946-06-08,,universidad tecnológica nacional,agronomía,mary vaughn,amysmith@gmail.com,f,angosto del perchel,
4844,2020-04-03,1909-11-10,,universidad tecnológica nacional,licenciatura en ciencias de la computación,stephanie cameron,cpeters@gmail.com,f,est jauregui va flandria,
4845,2020-01-18,1954-10-06,,universidad nacional de jujuy,agronomía,robert weiss,jwilson@gmail.com,m,la blanqueada,
4846,2020-05-15,1936-12-27,,universidad tecnológica nacional,ingeniería electrónica,joseph williams,tboyd@gmail.com,m,caraguatay,
4847,2019-10-21,2007-01-16,,universidad nacional de jujuy,licenciatura en ciencias ambientales,robert white,brian25@yahoo.com,m,abdon castro tolay,
4848,2020-05-08,1917-04-11,,universidad tecnológica nacional,licenciatura en ciencias antropológicas,cody jimenez,uburch@hotmail.com,m,campo castro,
4849,2020-06-12,1948-11-13,,universidad tecnológica nacional,licenciatura en ciencias antropológicas,jeremy ballard,alexandersmith@hotmail.com,m,guamini,
4850,2020-06-06,1969-04-05,,universidad tecnológica nacional,licenciatura en psicología,david rose,blutz@gmail.com,m,ciudadela,
4851,2020-01-25,1926-09-23,,universidad tecnológica nacional,bioquímica,melissa rivera,wandaboyd@yahoo.com,f,abra guazu,
4852,2020-01-11,1953-08-09,,universidad nacional de jujuy,arquitectura,tracy jones,torresronald@hotmail.com,f,arturo segui,
4853,2019-12-06,1988-08-06,,universidad tecnológica nacional,licenciatura en ciencia política ,dalton bryant,tonya23@yahoo.com,m,agua linda,
4854,2020-03-25,2004-04-21,,universidad nacional de jujuy,licenciatura en sociología ,eric jones,michelle41@hotmail.com,m,boca p 25,
4855,2020-06-29,2019-11-06,,universidad nacional de jujuy,diseño de imagen y sonido,stephanie taylor,zsmith@gmail.com,f,costa del rio azul,
4856,2019-11-27,1928-08-27,,universidad nacional de jujuy,licenciatura en psicología,brent riddle,brianyu@gmail.com,m,kilometro 208,
4857,2020-07-23,1926-09-20,,universidad nacional de jujuy,contador público ,terri cooper,simpsonanthony@gmail.com,f,camba paso,
4858,2020-02-14,1914-11-29,,universidad nacional de jujuy,contador público ,mariah salinas,grayjeffrey@hotmail.com,f,cipolletti,
4859,2019-11-02,1973-10-18,,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,jamie smith,brandonreed@hotmail.com,f,isla los laureles,
4860,2019-12-28,1985-03-06,,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,brian pierce,ghernandez@gmail.com,m,coliqueo,
4861,2020-07-24,1979-01-05,,universidad nacional de jujuy,farmacia,suzanne evans,gabriel89@hotmail.com,f,alto de las plumas,
4862,2020-01-08,2014-09-19,,universidad tecnológica nacional,licenciatura en ciencias de la educación ,mr. alexander davis,jgardner@gmail.com,m,asuncion,
4863,2020-05-22,1967-07-11,,universidad nacional de jujuy,licenciatura en sociología ,denise mcdonald,newtondaniel@hotmail.com,f,villa numancia,
4864,2020-06-13,1959-02-08,,universidad nacional de jujuy,licenciatura en sociología ,maria curtis,along@gmail.com,f,haedo,
4865,2020-02-14,1967-12-04,,universidad tecnológica nacional,arquitectura,robin gordon,lee32@yahoo.com,f,cachel,
4866,2019-10-08,2002-02-11,,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,janice francis,rjames@yahoo.com,f,isla tigre,
4867,2020-02-18,1986-06-19,,universidad tecnológica nacional,actuario ,jerome smith,paige65@yahoo.com,m,fuerte quemado,
4868,2020-01-29,1911-01-21,,universidad tecnológica nacional,medicina,pam gallagher,julia48@hotmail.com,f,campo de los toros,
4869,2020-03-21,1984-11-20,,universidad tecnológica nacional,ingeniería mecánica,austin bernard,smithjeffrey@hotmail.com,m,agrelo,
4870,2020-07-30,2007-05-07,,universidad tecnológica nacional,licenciatura en musicoterapia,david rivas,jacquelinegreene@hotmail.com,m,colonia belga americana,
4871,2020-01-05,1984-04-25,,universidad nacional de jujuy,diseño industrial,tina garcia,timothywilson@yahoo.com,f,agua de la zorra,
4872,2020-05-28,1935-01-12,,universidad tecnológica nacional,farmacia,edward wood,underwoodmatthew@hotmail.com,m,carcaraña,
4873,2020-02-22,1963-07-26,,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,theresa hoover,longkelsey@gmail.com,f,arañita,
4874,2020-02-27,1927-02-12,,universidad tecnológica nacional,licenciatura en artes,teresa richard,powellcatherine@gmail.com,f,cañada,
4875,2020-01-23,1917-04-30,,universidad tecnológica nacional,licenciatura en ciencias de la educación ,michelle schroeder,john31@yahoo.com,f,colonia celina,
4876,2020-06-01,2008-12-02,,universidad nacional de jujuy,licenciatura en administración ,danielle rodriguez,walkercharles@hotmail.com,f,estacion moreno,
4877,2020-02-26,1911-11-02,,universidad tecnológica nacional,agronomía,steven holder,lopezcaitlyn@hotmail.com,m,santos lugares,
4878,2020-07-08,1934-01-23,,universidad nacional de jujuy,licenciatura en psicología,troy ellison,deborahlara@gmail.com,m,alizal,
4879,2020-06-07,2000-01-27,,universidad tecnológica nacional,licenciatura en ciencia política ,susan hudson dds,josephwilson@yahoo.com,f,del viso,
4880,2020-03-14,1924-06-23,,universidad nacional de jujuy,licenciatura en ciencia política ,daniel martin,megan61@hotmail.com,m,argentina belvedere,
4881,2019-11-24,1957-01-17,,universidad nacional de jujuy,ingeniería en informática,jennifer krueger,christopher89@gmail.com,f,santa teresita,
4882,2019-11-07,1980-04-30,,universidad nacional de jujuy,licenciatura en terapia ocupacional,gregory barnes,smithtyler@gmail.com,m,catamontaña,
4883,2019-11-09,1955-05-24,,universidad tecnológica nacional,farmacia,nicole mcpherson,matthewcallahan@hotmail.com,f,gobernador lanusse,
4884,2020-02-19,2018-05-19,,universidad nacional de jujuy,ingeniería electrónica,tiffany wilson md,brandon09@yahoo.com,f,campo de villamil,
4885,2019-12-12,1923-06-18,,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,barbara garcia,christy20@yahoo.com,f,colman,
4886,2020-07-13,1926-05-12,,universidad nacional de jujuy,licenciatura en sociología ,gail ward,marshallcourtney@gmail.com,f,bacacay,
4887,2020-05-24,1985-03-12,,universidad nacional de jujuy,técnico para bioterios ,keith gomez,victorshort@hotmail.com,m,17 de agosto,
4888,2019-11-05,1995-08-17,,universidad tecnológica nacional,licenciatura en ciencias de la computación,sandra ray,jason60@yahoo.com,f,arroyo urquiza,
4889,2019-11-10,1972-02-02,,universidad nacional de jujuy,licenciatura en ciencias de la educación ,katherine wallace,ocook@gmail.com,f,9 de julio kilometro 20,
4890,2020-05-18,1924-03-11,,universidad nacional de jujuy,licenciatura en artes,perry henry,robinsonlisa@hotmail.com,m,estacion saladas,
4891,2019-12-31,1915-07-02,,universidad nacional de jujuy,agronomía,francis gonzalez,heather62@yahoo.com,m,agustoni,
4892,2020-04-28,1975-06-15,,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,michael king,amber45@hotmail.com,m,campo de mayo,
4893,2019-10-28,1932-01-20,,universidad tecnológica nacional,arquitectura,john campbell,deniseallen@hotmail.com,m,colonia centenario,
4894,2020-06-26,1986-01-13,,universidad nacional de jujuy,licenciatura en psicología,john phillips,joshualove@hotmail.com,m,el durazno,
4895,2020-04-19,2011-11-24,,universidad nacional de jujuy,agronomía,erica mccullough,shane57@gmail.com,f,arbol solo,
4896,2019-12-03,1922-03-12,,universidad tecnológica nacional,licenciatura en artes,tracy harris,gary84@gmail.com,m,isidro casanova,
4897,2020-05-03,2014-11-05,,universidad nacional de jujuy,licenciatura en psicología,amy williams,erica68@gmail.com,f,amana,
4898,2019-12-05,1964-08-07,,universidad tecnológica nacional,licenciatura en ciencias de la educación ,billy greer,gwatson@gmail.com,m,angaco norte,
4899,2020-02-20,1948-01-31,,universidad tecnológica nacional,ingeniería en informática,alexander stevens,cameroncampbell@yahoo.com,m,alto de la leña,
4900,2020-02-02,1978-01-28,,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,jeffrey bolton,pughjoseph@gmail.com,m,berabevu,
4901,2020-02-07,1978-04-16,,universidad nacional de jujuy,diseño de imagen y sonido,derek browning,lydia05@yahoo.com,m,jesus maria,
4902,2020-07-25,2020-09-09,,universidad nacional de jujuy,licenciatura en ciencia política ,joseph hartman,morganmichelle@yahoo.com,m,general rojo,
4903,2020-02-27,1907-01-25,,universidad tecnológica nacional,licenciatura en sociología ,mikayla lane,carolinebrock@gmail.com,f,baños lunlunta,
4904,2019-11-07,1980-02-05,,universidad nacional de jujuy,licenciatura en ciencias geológicas,kyle ramirez,flemingmonica@yahoo.com,m,caaguazu,
4905,2019-10-14,2001-04-17,,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,jason brown,mramos@hotmail.com,m,estacion de zootecnia b,
4906,2020-01-02,1914-11-21,,universidad tecnológica nacional,diseño de imagen y sonido,ashley moyer,oscarbarron@hotmail.com,f,puente del inca,
4907,2020-04-17,1946-06-12,,universidad tecnológica nacional,licenciatura en psicología,sarah padilla,woodwalter@hotmail.com,f,10 de mayo,
4908,2019-12-06,1954-09-18,,universidad nacional de jujuy,medicina,joanna meyer,ashleyhunt@yahoo.com,f,cuesta del ternero,
4909,2020-04-15,1952-07-13,,universidad nacional de jujuy,diseño de imagen y sonido,anthony ford,traceywilliams@hotmail.com,m,estacion christophersen,
4910,2019-11-19,2019-01-05,,universidad nacional de jujuy,técnico para bioterios ,karen brown,willie52@gmail.com,f,carlos tejedor,
4911,2020-07-08,1955-03-11,,universidad tecnológica nacional,licenciatura en ciencias antropológicas,daniel strong,bdickson@gmail.com,m,barrio el tontal,
4912,2019-11-12,1990-09-19,,universidad tecnológica nacional,licenciatura en artes,virginia juarez,carla32@hotmail.com,f,el brete,
4913,2020-03-09,1987-08-30,,universidad tecnológica nacional,ingeniería en informática,vincent fields,nglover@hotmail.com,m,gonzalez catan,
4914,2019-11-21,1984-05-26,,universidad tecnológica nacional,licenciatura en producción de bioimagenes,peter hale,pruittbrad@hotmail.com,m,cerro aconcagua,
4915,2020-05-24,1931-01-02,,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,david barr,teresajordan@yahoo.com,m,25 de mayo,
4916,2020-06-17,1963-01-10,,universidad nacional de jujuy,ciencias veterinarias,joanna arnold,pottsemma@hotmail.com,f,cristolia,
4917,2020-06-13,1957-05-23,,universidad nacional de jujuy,arquitectura,pamela trevino,rodriguezdeborah@yahoo.com,f,huanqueros,
4918,2019-12-06,1919-09-29,,universidad tecnológica nacional,diseño de imagen y sonido,alison allen,aalexander@hotmail.com,f,lomas del mirador,
4919,2019-11-11,1957-03-16,,universidad tecnológica nacional,licenciatura en ciencia política ,nathan lloyd,jonathan41@yahoo.com,m,barrancas,
4920,2020-05-08,1926-01-10,,universidad nacional de jujuy,licenciatura en psicología,david andersen,angela36@yahoo.com,m,chivilcoy,
4921,2020-01-26,1996-10-08,,universidad nacional de jujuy,licenciatura en administración ,jamie thomas,kbrown@yahoo.com,f,cerro aconcagua,
4922,2019-12-13,1953-01-08,,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,alexa smith,jbrooks@hotmail.com,f,coraceros,
4923,2020-06-13,2006-03-25,,universidad tecnológica nacional,licenciatura en ciencias biológicas,kimberly lewis,kathryn27@gmail.com,f,los cardos,
4924,2020-02-10,2006-12-16,,universidad nacional de jujuy,licenciatura en producción de bioimagenes,brandon schultz,vanessa96@hotmail.com,m,alicura,
4925,2020-04-15,1925-05-21,,universidad nacional de jujuy,ingeniería en informática,gregory hamilton,michael22@hotmail.com,m,villa dominico,
4926,2019-11-17,1932-03-21,,universidad tecnológica nacional,licenciatura en ciencias de la computación,paul graham,vwest@yahoo.com,m,alanices,
4927,2019-11-09,1995-05-15,,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,andrew olson,morangordon@gmail.com,m,balneario oceano,
4928,2020-03-13,2004-12-18,,universidad nacional de jujuy,ingeniería mecánica,keith becker,robert34@gmail.com,m,florentino ameghino,
4929,2020-04-06,1982-03-08,,universidad tecnológica nacional,licenciatura en administración ,samantha wall,trevorcarter@hotmail.com,f,colonia monte la plata,
4930,2019-11-27,1945-04-05,,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,robert khan,kenneth02@gmail.com,m,amberes,
4931,2020-02-08,2003-06-01,,universidad nacional de jujuy,bioquímica,sarah gonzalez,nknight@yahoo.com,f,alferez san martin,
4932,2020-07-17,2003-05-10,,universidad tecnológica nacional,licenciatura en sociología ,janet hudson,keith43@yahoo.com,f,haras san jacinto,
4933,2020-03-14,1934-09-10,,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,william oconnor,kentdawn@yahoo.com,m,rafael castillo,
4934,2019-11-21,1977-12-20,,universidad nacional de jujuy,diseño de imagen y sonido,brian nelson,reginald05@yahoo.com,m,planicie banderita,
4935,2020-03-11,1916-08-23,,universidad tecnológica nacional,ingeniería mecánica,nicole oneill,sonya06@gmail.com,f,3 de mayo,
4936,2020-03-03,1961-03-07,,universidad tecnológica nacional,licenciatura en psicología,david welch,laurie22@hotmail.com,m,campo yaguarete,
4937,2020-04-09,1942-09-24,,universidad tecnológica nacional,licenciatura en ciencias de la computación,robert johnson,vlucas@gmail.com,m,arroyo pescado,
4938,2020-03-28,1911-02-13,,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,gina mendoza,phendrix@yahoo.com,f,canteras de gregorini,
4939,2020-01-23,1924-08-20,,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,christopher foster,dalegreene@hotmail.com,m,la chinaca,
4940,2019-12-11,1937-01-21,,universidad nacional de jujuy,licenciatura en ciencias geológicas,cynthia lee,tinalong@yahoo.com,f,colonia morgan,
4941,2020-01-31,1987-12-09,,universidad tecnológica nacional,licenciatura en musicoterapia,robert hendrix,erikasmith@hotmail.com,m,comandante leal,
4942,2019-10-04,2014-03-30,,universidad tecnológica nacional,ingeniería mecánica,carlos white,zkelly@gmail.com,m,garin,
4943,2020-01-12,1994-06-27,,universidad tecnológica nacional,técnico para bioterios ,jerome lewis,gene64@yahoo.com,m,corralito,
4944,2020-05-04,1993-02-12,,universidad tecnológica nacional,licenciatura en producción de bioimagenes,jessica robinson,angelicaestrada@gmail.com,f,arata,
4945,2020-05-01,1914-12-04,,universidad tecnológica nacional,licenciatura en artes,spencer austin,steven25@gmail.com,m,anguinan,
4946,2020-05-11,1939-11-07,,universidad tecnológica nacional,licenciatura en ciencias de la computación,heather smith,stevenslouis@gmail.com,f,avellaneda,
4947,2020-01-05,1951-03-08,,universidad tecnológica nacional,diseño de imagen y sonido,rachel robinson,christyowens@hotmail.com,f,alpachiri,
4948,2020-04-13,1985-09-25,,universidad nacional de jujuy,licenciatura en ciencias antropológicas,sheila wright,hayley62@yahoo.com,f,cortines,
4949,2020-02-13,1992-01-21,,universidad tecnológica nacional,licenciatura en ciencias antropológicas,ellen payne md,mlivingston@hotmail.com,f,guamini,
4950,2020-01-15,1954-05-20,,universidad tecnológica nacional,contador público ,eddie wilkinson,shawnthomas@gmail.com,m,arroyo del rey,
